author,publications
Gabrovsky VE,1
Kireev DA,2
Bray P,1
Pettinger M,1
Hendrix S,1
Hsia J,1
Gürcan HM,1
Keskin DB,1
Stern JN,1
Nitzberg MA,1
Shekhani H,1
Ahmed AR,1
Dahdaleh FS,1
Shamseddine AI,1
Barnett B,2
Bayer RJ,1
Kalo MS,1
Kinealy K,1
Zopf D,1
Pekarik V,1
Izpisua Belmonte JC,1
Verhaar MC,1
Ebenebe C,1
Lakomek M,1
Hoy L,1
Youjin S,1
Jun Y,1
Kumashiro M,1
Goldzstein A,1
Aamouche A,1
Homblé F,1
Voué M,1
Conti J,1
De Coninck J,1
Devouge S,1
Marchand-Brynaert J,1
Goormaghtigh E,1
Krakow EF,1
Lamy A,1
Ucuncu O,1
Kocak M,2
Nuhoglu I,1
Hathcock J,2
van Ginkel FW,1
Malm K,1
Arnljots B,1
Turner ML,1
Derham C,1
Yow H,1
Ingham E,1
Korrosis SA,1
Homer-Vanniasinkam S,1
Idris NM,1
Cheng ML,1
Yen HC,1
Lou BS,1
Bogdanos J,1
Paleodimos I,1
Korakianitis G,1
Stephanidis A,1
Androulakakis PA,1
Kalitova P,1
Plzak J,1
Kodet R,1
Astl J,1
Rech J,1
Hueber AJ,1
Leipe J,1
Manger B,1
Kallert S,1
Eischer L,1
Gartner V,2
McNally LR,1
Buchsbaum DJ,1
Meneghetti L,1
Dalla Valle F,1
Fadin M,1
Tan W,1
Wiegratz I,1
Stahlberg S,1
Manthey T,1
Sänger N,1
Mittmann K,1
Mellinger U,1
Kuhl H,1
Simchen MJ,1
Goldstein G,1
Schiff E,1
Weng YM,1
Hsiao CT,1
McMahon B,1
Ozbudak IH,1
Ozbilim G,1
Kucukosmanoglu I,1
Dertsiz L,1
Demircan A,1
Lloyd D,1
Marshall PJ,1
Harkins L,1
Lott P,1
Salih C,1
Yuan K,1
Buchsbaum D,1
Hashim A,1
Zayzafoon M,1
Hardy RW,1
Hameed O,1
Grizzle W,1
Siegal GP,1
Fishman PE,1
Drumheller BC,1
Dubon ME,1
Slesinger TL,1
Psallidas I,1
Moustaki A,1
Moschos C,1
Kollintza A,1
Karabela S,1
Porfyridis I,1
Vassiliou S,1
Karatza M,1
Joo M,2
Blackwell TS,2
Roussos C,1
Graf D,1
Kalomenidis I,2
Nongrum B,1
Pandian DG,1
Krishnan M,1
Shell DH 4th,1
Marques M,1
Long JN,1
Aprile M,1
Antonaci A,1
D'Amelio A,1
Buongiorno E,1
Gabrovsky V,1
Wang DD,1
Kasapis C,1
Nallamothu BK,1
Boppana S,1
Kóbori L,1
Németh T,1
Nagy P,1
Dallos G,1
Sótonyi P Jr,1
Fehérvári I,1
Nemes B,1
Görög D,1
Patonai A,1
Monostory K,1
Doros A,1
Sárváry E,1
Fazakas J,1
Gerlei Z,1
Benko T,1
Piros L,1
Járay J,1
De Jong KP,1
Porru G,1
Mura V,1
Piga M,1
Ibba V,1
Cauli A,1
Passiu G,1
Mathieu A,1
Walker K,1
Boehm-Weigert M,1
Duis J,1
Marquardt G,1
Passaro A,1
Volpato S,1
Fellin R,1
Bilwani F,1
Adil SN,1
Tai YC,1
Joshi O,3
Wang DQ,4
Thompson P,1
Furuno Y,1
Kamiyama H,1
Kaimori M,1
Nishijima M,2
Rafei M,1
Hsieh J,1
Fortier S,1
Birman E,1
Forner K,1
Boivin MN,1
Doody K,1
Tremblay M,1
Annabi B,1
Krylov V,1
Tlapáková T,1
Mácha J,1
Curlej J,2
Ryban L,5
Vijapurkar M,2
Lu YY,1
Jing DD,1
Lima GS,1
Robaina TF,1
de Queiroz Chaves Lourenço S,1
Dias EP,1
Sullivan CA,1
Ocal IT,1
Camp RL,1
Rimm DL,1
Chung GG,1
Anderson DR,1
Mackinnon B,1
Geerts W,1
van Nguyen P,1
Kassis J,1
Rodger M,1
Hambleton J,1
Gent M,1
Patel RC,1
Zynger DL,1
Szczepulska-Wójcik E,1
Chabowski M,1
Langfort R,1
Roszkowski K,1
Lanzon J,1
Taylor A,2
Rinker B,3
Cui XD,2
Cibull ML,1
Fink BF,3
Gao DY,3
Vasconez HC,3
Ni Ainle F,1
Cunningham MS,1
Choi MJ,1
Shin HY,2
Song SU,1
Mamura M,1
Teankum K,1
Hauser B,1
Pospischil A,1
Janett F,1
Bürgi E,1
Yazer MH,1
Triulzi DJ,1
López-Guido B,2
Cortés Alvarez CR,1
Guéguen P,1
Meister F,1
Zgouras D,2
Khametova RN,1
Riegel CM,1
Stockham SL,1
Patton KM,1
Thomas CL,1
Falcón-Chévere JL,1
Cabañas JG,1
Smith F,1
Rylander C,1
Yadav S,1
Shankar S,1
Ganapathy S,1
Singh KP,1
Srivastava RK,1
Safaoui MN,1
Aazami R,1
Hotz H,1
Wilson MT,1
Margulies DR,1
Salter J,1
Kerlin B,1
Sulkin M,1
Wegener I,1
Feldman BL,1
Escuriola-Ettinghausen C,3
Stoll H,1
Arakaki O,1
Awazawa R,1
Nonaka K,1
Taira K,1
Asato Y,1
Hagiwara K,2
Oyama B,1
Uezato H,1
Malizia R,1
Iuliani O,1
Di Marzio I,1
Davì G,2
Ishaque A,3
Mukundan P,1
Kirbas I,1
Ozgul E,1
Avci Z,2
Coskun M,1
Emonts P,1
Seaksan S,1
Seidel L,1
Thoumsin H,1
Gaspard U,1
Albert A,1
Heinze G,1
Nedergaard H,2
Vestergaard S,1
Jensen PT,1
Kristiansen MW,1
Jensen MB,2
Ostergaard PB,1
Norsell T,2
Essers E,1
Wilaschek M,1
ten Cate-Hoek AJ,1
Dielis AW,2
Lisauskas SF,1
Mendes EA,1
Almeida JO,1
Baptista HA,1
Motta FL,1
Pesquero JB,1
Roland AR,1
Makogonenko YM,2
Pechik IV,2
Gorlatova N,1
Balci YI,1
Ozkutlu S,1
Baran B,1
Daugela L,1
Watzka M,4
Chang AH,2
Stephan MT,2
Shlipak M,1
Blostein M,2
Landry S,1
Masetti M,1
Montalti R,1
Begliomini B,1
Reggiani A,1
Barbieri E,1
Biagioni E,1
Romano A,1
Pasetto A,1
Gerunda GE,1
Ohki Y,1
Komatsubara T,1
Tominaga J,1
Gupta KC,1
Kumar PK,3
Takagi K,2
Takada T,2
Amano H,2
Miura H,1
Toyota N,1
Papla B,1
Choi YW,2
Sohn KW,1
Gardiner C,1
van Durme CM,1
Idema RN,1
van Guldener C,1
Roveroni G,1
Tassinari C,2
Gandini G,6
Wilsher C,1
Sutherland J,1
Markovic DLj,1
Petrovic BB,1
Peric TO,1
Szpor J,1
Dyduch G,1
Deangelis J,1
Boye E,1
Mazoyer E,1
Enjolras O,1
Bisdorff A,1
Perdu J,1
Fenaille F,1
Groseil C,1
Riandé S,1
Siret L,1
Balliël WM,1
Biss TT,2
Iwenofu LN,1
Manolakis AC,1
Kapsoritakis AN,1
Tsikouras AD,1
Tsiopoulos FD,1
Psychos AK,1
Potamianos SP,1
Bowman K,1
Swenson J,1
Carpenter JW,1
Janardhan KS,1
Ketz-Riley C,1
Brinkman E,1
Dogan M,3
Demirkazik A,3
Binetti BM,1
Bilora F,2
Varvarikis C,2
Campagnolo E,1
Pagnan A,3
Kwon MJ,1
Kudielka BM,5
Fischer JE,5
Isobe Y,1
Folkeringa N,1
Delumeau JC,1
Ikegawa C,1
Yokoyama C,1
Haupt V,1
Baykara O,1
Buyru AN,1
Mazliak L,1
Lefranc M,1
Fidanci ID,2
Uçar C,1
Timur C,2
Meral A,2
Sayilan H,1
Kazanci E,2
Bladbjerg EM,1
Marchioro P,1
Rossetto V,1
Monica C,1
Salmaso L,1
Yürürer D,1
Egin Y,1
Almes KM,1
Heaney AM,1
Andrews GA,1
Pellanda LC,1
Vigo A,1
Rose K,1
Erlinger TP,1
Dadehbeigi N,1
Ostad SN,1
Faramarzi MA,1
Ghahremani MH,1
McAlister VC,2
Flisiński M,1
Stefańska E,2
Donderski R,1
Manitius J,1
Blazar BR,2
Freeman GJ,1
Merchan CR,1
Perfetto O,1
Varon JD,1
Novákova I,1
Van Heerde W,1
Nguyen AT,1
Dow AC,1
Kupiec-Weglinski J,1
Wang XQ,1
Mao ZG,1
Lu SL,1
Xu DZ,1
Chang CT,1
Ho HN,1
Lee CN,1
Itoi T,1
Sofuni A,1
Itokawa F,1
Ikeuchi N,1
Tsukamoto S,1
Moriyasu F,1
Shahbazi S,1
Groot E,2
Oortwijn BD,1
Neyman M,1
Petersson B,1
Schönwandt AB,1
Thornstfeldt P,1
Thornstergaard PB,1
Akahoshi M,1
Nagano S,1
Sadanaga A,1
Arinobu Y,1
Niiro H,1
Nakashima H,1
Hussein IR,1
Mosaad R,1
Zaghloul N,1
Ragab L,1
Fayek H,1
Gaber K,1
El-Ekiabi M,1
Ekmekçi OB,1
Ekmekçi H,1
Atay D,1
Yanaşik M,1
Biswas P,1
Mandal C,1
Naoe T,3
Sturgeon JD,1
Souza SL,1
Macedo GO,1
Tunes RS,1
Silveira e Souza AM,1
Novaes AB Jr,1
Grisi MF,1
Taba M Jr,1
Palioto DB,1
Correa VM,1
Mizobuchi H,1
García-Castellano JM,1
Philip S,1
Healey JH,1
Gorlick R,1
Mitomo K,2
Tarrade C,2
Villard-Saussine S,2
Kim W,2
Mishra KL,1
Govindasamy L,1
Warrington KH Jr,1
Weigel-Van Aken KA,1
Hobbs JA,1
Muzyczka N,2
Aalberse RC,1
Vidarsson G,1
Moscato S,1
Fazzi R,1
Galimberti S,1
Bernardini N,1
Dolfi A,1
Dyke CK,2
Aberle LG,2
Walder J,1
Steinhubl SR,2
Gilchrist IC,1
Kleiman NS,2
Vorchheimer DA,1
Chronos N,1
Melloni C,2
Hernández Navarro F,1
Schroth PC,2
Lari GR,1
Nováková IR,2
VAN Heerde WL,1
Huack B,1
Zheng MY,1
Hsiao KL,1
Kachniarz B,1
Morateck PA,2
Mareno N,1
Fraser A,1
McCarthy A,1
Tilling K,1
Davies D,1
Smith GD,1
Ranck RS,1
Linder KE,1
Haber MD,1
Meuten DJ,1
Cardinale L,1
Galli C,1
Pizzolitto S,1
Irion S,1
Fogel BL,1
Young P,1
Salem N,1
Chouery E,1
Corbani S,1
Moix I,1
Nicolas E,1
Mégarbané A,1
Egan H,1
Keenan C,1
Kapadia P,1
Owen PS,1
Golightly LK,1
MacLaren R,1
Ferretti KA,1
Ebbesen LS,3
Ståhlberg G,1
Odeberg J,2
Rush JE,1
Erb H,1
Rozanski E,1
Kraus MS,1
Gelzer AR,1
Moon SO,1
Jung YJ,1
Lee AS,1
Kang KP,1
Sung MJ,1
Bai CG,1
Xu ZY,1
Huang SD,1
Gong DJ,1
Zhang JR,1
Quintero D,1
Biria M,1
Meyers DG,1
D'Argenio V,2
MacNguyen R,1
Hall R,1
Booth JG,1
Mormile S,1
Haefliger IO,1
Gilham A,1
Sprenger HG,1
Georg RR,1
van der Meulen PA,1
Moscatelli H,1
Kulle B,2
Blouin K,1
Kataoka M,1
Hisanaga M,1
Al Saadi AS,1
Al Wadan AH,1
El Hamarneh SA,1
Emad ME,1
Drmanac A,1
Surrey S,1
Fortina P,1
Sakashita N,1
Yamasaki H,1
Takeya M,1
Parmenter CD,2
Zucchelli P,1
Marchiori G,1
Kokabee L,1
Kamali E,2
Karizi SZ,1
Rauova L,1
Ormerod AK,1
Pedigo NG,1
Kaetzel DM,1
Umer Usman MH,1
Ezekowitz M,1
Horng CT,1
Tsai ML,1
Rozenshteyn D,2
Cruz JR,1
Belisário AR,1
Risebrough N,1
Oh P,1
Hitzler J,1
Cole AA,1
Sumner DR,1
Sadat U,1
Naik J,1
Hayes PD,1
Mitsiakos G,1
Giougi E,1
Papaioannou G,1
Karagianni P,1
Papadakis E,1
Nikolaidis N,1
Wagstaff AJ,1
Machado P,1
Raya JM,1
Martín T,1
Morabito L,1
Brito ML,1
Rodríguez-Martín JM,1
Provis JM,1
Hendrickson AE,1
Masoud M,1
Bärtschi C,2
Spillmann M,2
Nguyen VA,1
Fürhapter C,1
Obexer P,1
Gessner M,1
Klotz A,1
Battistelli S,5
Stefanoni M,5
Lorenzi B,2
Dell'avanzato R,2
Varrone F,2
Pascucci A,2
Petrioli R,4
Vittoria A,3
Genovese A,2
Donati G,2
Roviello F,3
Zhu HZ,3
Bhati R,1
Patterson C,1
Livasy CA,1
Ketelsen D,1
Reynolds E,1
Tanner C,1
Moore DT,1
Gabrielli F,1
Perou CM,1
Banerjee J,1
Yazici I,1
Sharma RK,1
Siemionov M,1
Ngo JC,1
Bunte R,1
Aviv I,1
Goldenberg-Furmanov M,1
Wierzbowska A,1
Tabassum R,1
Evoniuk J,1
Luther JS,1
Pant D,1
Arnaud B,2
Yang A,1
Platzer P,1
Haw T,1
Marchant K,1
McCaffrey AP,1
Fawcett P,1
McCaffrey RL,1
Pham TT,1
Pandey K,2
Feuss S,1
Moonsup Y,1
Benjaponpitak S,1
Suebsangad A,1
Gallone A,1
Vecchione G,2
Miñano A,1
Ordóñez A,1
Llamas P,1
Marín F,1
Tagliaferri AR,1
Eleftheriadis T,1
Antoniadi G,1
Akritidou A,1
Kasimatis E,1
Apostolidis G,1
Pashalidou S,1
Salmas M,1
Liakopoulos V,1
Barboutis K,1
Fares Taie L,1
Villabona C,1
Bengoechea O,1
Gómez Alfonso FJ,1
Villabona V,1
Scandellari R,3
Scapin M,3
Abu-Amero KK,1
Hellani A,1
Al-Mahed M,1
Al-Sheikh I,1
Kuo SJ,1
Schwarz KB,1
Zellos A,1
Stamato L,1
Boitnott J,1
Perlman E,1
Chong S,1
Casella JF,1
Brüggemann LW,2
Niers TM,1
Troyer DA,1
Bedolla R,1
Adhvaryu SG,1
Thompson IM,1
Abboud-Werner S,1
Sun LZ,1
Friedrichs WE,1
deGraffenried LA,1
Khandrika L,1
Kim FJ,1
Campagna A,1
Koul S,1
Meacham RB,1
Koul HK,1
Shiller E,1
Ferreira MR,1
Lonardoni MV,1
Bertolini DA,1
Monteiro R,1
Calhau C,1
Silva AO,1
Pinheiro-Silva S,1
Guerreiro S,1
Gärtner F,1
Azevedo I,1
Piccoli C,1
Cirulli T,1
Falzetti F,1
Mangialardi G,1
Guidolin D,1
Di Renzo N,1
Guarini A,1
Croom KF,1
McCormack PL,2
Wang YW,1
Planque S,1
Smith KC,2
Nishiyama Y,1
Paul S,1
Negrev NN,1
Radev RZ,1
Velikova MS,1
Anogeianaki A,1
Fontana V,1
Ahn ER,1
Dudkiewicz P,1
Duncan R,1
Wooddell CI,1
Reppen T,1
Wolff JA,1
Herweijer H,1
Aizawa P,1
Tatsunori N,1
Waheed S,1
Gao F,3
Dalby B,1
Kilzer JM,1
Chiou HC,1
Colin C,1
Degaki TL,1
Bustos-Valenzuela JC,1
Figueira RC,1
Montor WR,1
Cruz LO,1
Muras AG,1
Pereira TM,1
Winnischofer SM,1
Hasegawa AP,1
Carreira AC,1
Verbisck NV,1
Corrêa RG,1
Garay-Malpartida HM,1
Mares-Guia TR,1
Corrêa-Giannella ML,1
Granjeiro JM,1
Campos-da-Paz M,1
Costa CS,1
Quilici LS,1
de Carmo Simões I,1
Kyaw CM,1
Brigido MM,1
Desrosiers L,1
Fadare O,1
Xiao ZF,1
Dresser K,1
Wang SA,1
Chung YR,1
Kim JB,1
Lew HM,1
Bozkurt SU,1
Berrak SG,1
Tugtepe H,1
Canpolat C,1
Palanduz S,1
Tecimer T,1
Näyhä V,2
Stenbäck F,3
Bolli P,1
Graham T,1
Work LM,1
Rose SS,1
Faiz A,1
Kim BS,1
Lee WJ,1
Lee SJ,1
Kim do W,1
Bae HI,1
Shah NM,1
Patel AP,1
Rong SL,1
Lu YX,1
Liao YH,1
Wang XL,3
Chang C,1
Gao YZ,1
Mi SH,1
Kilgore PE,1
Kang JS,1
Lee DY,1
Hwang PH,1
Purohit V,2
Miclea R,1
Bungay SD,1
Taketomi T,2
Sheppard CA,2
Snoeys J,1
Van Craeyveld E,1
Lievens J,1
Mojiminiyi OA,1
Marouf R,2
Al Shayeb AR,1
Qurtom M,2
Abdella NA,1
Al Wazzan H,2
Al Humood S,2
Samad MA,1
El-Muzaini H,1
Macgregor D,1
Stuckless S,1
Barrett B,1
Kawaja M,1
Hanebutt FL,1
Rolf N,1
Loesel A,1
Knoefler R,2
Bayrakci US,1
Cil B,1
Orhon D,1
Bakkaloglu A,1
Nand J,1
Marty S,1
Barro C,1
Chatelain B,3
Tribout B,1
Dunn NF,1
Zeelenberg IS,1
Ostrowski M,1
Bobrie A,1
Jancic C,1
Boissonnas A,1
Delcayre A,1
Le Pecq JB,1
Combadière B,1
Parajón A,1
Vaquero J,1
Zürcher M,1
Limburg V,1
Bader SO,1
Benten D,2
Novikoff P,1
Faulkner L,1
Woodall CE,1
Scoggins CR,1
Lewis AM,1
McMasters KM,1
Martin RC,1
Parkanyi V,2
Bulla J,1
Jurcik R,3
Betancourt MT,1
Geldziler B,1
Chigira Y,1
Jigami Y,1
Gallinaro L,1
Sztukowska M,1
Padrini R,1
van Marion AM,1
Auwerda JJ,3
Johnson JV,1
Lowell J,1
Badger GJ,1
Tchaikovski S,1
Sun BC,1
Ni CS,1
Zhao XL,1
Wang XH,1
Qie S,1
Zhang DF,1
Gu Q,1
Qi H,1
Zhao N,1
Nagai N,1
Ballal RD,1
Botteman MF,1
Foley I,1
Stephens JM,1
Joshi AV,1
Xue S,1
Gu P,1
Zhu HS,1
Bello IF,1
Molina MQ,1
Navarro FH,1
Guzzetta NA,1
Bajaj T,1
Fazlollah T,1
Kaiser A,1
Tosone SR,1
Miller BE,1
Bazely K,1
Glover M,1
Barr F,1
DeCarlo AA,1
Cohen JA,1
Aguado A,1
Glenn B,1
Manfredi E,1
Förster T,1
Müller-Reible C,2
Minuti B,1
Tagliabue L,2
Friedrichs F,1
Krümpel A,2
Maas-Enriquez M,1
Parsons A,1
Sheehan DJ,1
Sangueza OP,1
Abramowicz S,1
Staba SL,1
Dolwick MF,1
Chen DR,1
Wang GS,1
Wang MW,1
Wu BY,1
Wang WH,1
You WD,1
Yeo WT,1
Tan LK,1
Dan YY,1
Wai CT,1
Xiao D,1
Singh SV,1
Liang DS,1
Wu LQ,1
Cai F,1
Long ZG,1
Dai HP,1
Xia K,2
Xia JH,1
Knör S,2
Laufer B,2
Beaufort N,1
Magdolen V,1
Schlenke P,1
Kientz D,1
Pinkoski L,1
Roperto S,1
Borzacchiello G,1
Brun R,1
Perillo A,1
Russo V,1
Urraro C,1
Roperto F,1
Aryurachai K,1
Archararit N,1
Rachakom B,1
Atamasirikul K,1
Tiraganjana A,1
Akhter MS,1
Ahmed RH,1
Gallant M,1
Lories R,1
Verbanck J,1
Marx I,1
Adler T,1
Corral-Rodríguez MA,1
Mejia-Carvajal C,1
Hong HX,1
Su ZY,1
Herder V,1
Philipp A,1
Helfricht S,1
Metzenthin P,1
Preckel D,4
Cung T,1
Babyn PS,2
Alexander S,1
Hopewell S,1
Chouksey A,1
Ayoola A,1
Mohsini W,1
Aung S,1
Adams B,1
Western AK,1
Chau A,1
Ansermino M,1
Tredwell S,1
Purdy R,1
Dell'Avanzato R,2
Vittoria V,2
Terashima M,1
Horikawa H,1
Taoka T,1
Ueno S,1
Kitson SJ,1
Grigoropoulos NG,1
Di Meglio F,1
Nurzynska D,1
Castaldo C,1
Arcucci A,1
De Santo L,1
de Feo M,1
Cotrufo M,1
Montagnani S,1
Giordano-Lanza G,1
Hirmerova J,1
Liska V,1
Mirka H,1
Chudacek Z,1
Treska V,1
Ribeiro JL,1
Salton GD,1
Oliveira AR,2
Ping Wang,1
Hutchins R,1
Petersen MR,1
Golnik K,3
Shao C,1
Head JF,1
Seaton BA,1
Rasmussen H,1
Smedts F,1
Rumessen JJ,1
Hatzipantelis ES,1
Koussi A,1
Tsatra I,1
Badouraki M,1
Tsayias I,1
Eriksson BI,2
Dahl OE,1
Ward DP,1
Rothlein R,1
Kerschbaumer RJ,2
Nerich V,1
Tissot E,1
Demesmay K,1
Lorenzini JL,1
Zen Y,1
Enomae M,1
Katsuyama T,1
Martinez Saguer I,1
Funk MB,1
Rojas P,1
Ruzzon E,5
Tezza F,3
Scarparo P,1
Diaz-Lacava A,1
Satoguina J,1
Hoerauf A,1
Wienker T,1
Sayli T,1
D'Incá M,1
Albertini P,1
Arbasi MC,1
Greninger DA,1
Akihama S,1
Satoh S,1
Tsuchiya N,1
Komatsuda A,2
Sawada K,2
Nanjo H,1
Habuchi T,1
Tsagroni E,1
Ioannidis E,1
Fryer JF,1
Baylis SA,1
Carbone S,1
Hague WM,1
Dondero F,1
Saada V,1
Belghiti J,1
Kavanagh M,1
Makogonenko EM,2
Andersen OM,1
Mikhailenko IA,1
Yin C,1
Van Dyke T,1
Breman AM,1
Steiner CM,1
Slee RB,1
Grimes BR,1
Saunders RE,1
Paulose NS,1
Rauch D,1
Maulik M,1
Hemker C,1
Fleury R,1
McDonald AG,1
Yang K,1
Goreham-Voss JD,1
Arias AC,1
Hickey MA,1
Maury W,1
Chikkanna-Gowda CP,1
Reich LM,1
Hirsch AT,3
Radcliffe PA,1
Sion CJ,1
Wilkes FJ,1
Custard EJ,1
Beard GL,1
Kingsman SM,1
Mitrophanous KA,1
Thankachen R,1
Shukla V,1
Korula RJ,1
Bae JS,1
Calvo E,1
Cane MC,1
Westby J,1
Grimley C,1
Sørensen HT,1
Norengaard L,1
Peyre M,1
Di Rocco F,1
Sainte-Rose C,1
Zerah M,1
Roca X,1
Rao AR,1
Enerly E,1
Andresen BS,1
Krainer AR,1
Barceló MJ,2
Sram J,1
Del Rio P,1
Cataldo S,1
Sommaruga L,1
Corcione L,1
Guazzi A,1
Sianesi M,1
Bombardier C,1
McFarland K,2
Phoophitphong T,1
Hanprasertpong J,1
Dechsukhum C,1
Geater A,1
Ilvesaro J,1
Birr E,1
Jalovaara P,1
Pettersson RF,1
van de Poel MH,2
Sulaiman NL,1
Begbie ME,3
Marthya A,1
Patinharayil G,1
Puthezeth K,1
Sreedharan S,1
Kumaran CM,1
Turetsky T,1
Aizenman E,1
Gil Y,1
Weinberg N,1
Shufaro Y,1
Revel A,1
Laufer N,1
Abeliovich D,1
Reubinoff BE,1
Donoghue JF,1
Girling JE,1
Lei TC,2
Keller T,2
Johnson KW,1
Heer JS,1
Enriquez EG,1
Carter AJ,1
Rabbani B,1
Rezaeian A,1
Khanahmad H,1
Bagheri R,1
Hadi CM,1
Asatiani E,1
Wu O,1
Bayoumi N,1
Vickers MA,1
Humphries SE,1
Nyfeler B,1
Bozzao C,1
Rimoldi V,1
Landau M,2
Ghiotto R,2
Tenchini ML,3
Ishikawa N,1
Seya T,1
Horiba K,1
Tajiri T,1
Balak N,1
Silav G,1
Kiliç Y,1
Elmaci I,1
Dikmen T,1
Sonmez M,1
Akdogan E,1
Durmus A,1
Ovali E,2
Bierings R,1
Storm G,1
Hathaway LS,2
Sirotkin AV,1
Rafay J,2
Omelka R,3
Vetr H,2
Jurčík R,1
Khuri S,1
Zmudka K,1
Kurth MA,1
Sanders JM,1
Zappa SC,1
Shiltagh N,1
Gökben S,1
Tosun A,1
Bayram N,1
Serdaroglu G,1
Polat M,1
Tekgul H,1
Sumner MJ,2
Suvegova K,2
Hanusova E,1
Komar CM,1
Zacharachis-Jutz F,1
Cretekos CJ,1
Behringer RR,1
Rasweiler JJ 4th,1
Biagiotti S,1
Marinković S,1
Todorović V,1
Gibo H,1
Budec M,1
Drndarević N,1
Pesić D,1
Joković M,1
Cetković M,1
Chiu B,1
Melin-Aldana H,1
Superina RA,1
Picanço V,1
Bott D,1
Potter BJ,1
Beauregard C,1
Serri O,1
Wong L,1
Leong TY,1
Lai P,1
Alvarado Y,1
Yao X,1
Jumper C,1
Hardwicke F,1
D'Cunha N,1
Cobos E,1
Lovely RS,1
Boshkov LK,1
Tabuchi S,1
Asaeda M,1
Ramunni A,1
Brescia P,1
Quaranta D,1
Plantamura M,1
Coratelli P,1
Osselaer JC,1
Debry C,1
Goffaux M,1
Pineau J,1
Calomme G,1
Dubuc E,1
Vandendaele MC,1
Hsu J,1
Rheinschmidt M,1
Grupp J,1
Aburubaiha Z,1
Baillargeon JP,1
Carpentier AC,1
Siddiq F,1
Jalil A,1
McDaniel C,1
Brock DG,1
Pineda CC,1
Bell RD,1
Haas T,1
Oswald E,1
Bach C,1
Schnapka-Koepf M,1
Saegusa N,1
Folpe AL,1
Raza ST,1
Avneesh,1
Mahieu B,1
Jacobs N,1
Mahieu S,1
Naelaerts K,1
Weyler J,1
Jacquemyn Y,1
Van der Planken M,1
Sass K,1
Löffler S,1
Brylla E,1
Earl G,2
Low J,2
Aboud M,2
Just S,2
Hammwöhner M,1
Tautenhahn J,1
Kuester D,1
Goette A,1
Mitchell CL,1
Detrait M,1
Pothen D,2
Brenard R,1
Starkel P,1
Vicik S,1
Tannatt M,3
Gallo C,1
Beeton K,2
Neal D,2
Watson T,1
Fakunle EE,1
Shokunbi WA,1
Shittu OB,1
Møller T,1
Hansen BL,1
Kraut EH,1
Stine KC,3
Kobelt RA,1
Rodriguez-Martorell J,1
Rossi V,1
du Treil S,1
Rice J,1
Hölscher G,1
Kappler M,1
Geldziler BD,1
Pedersen M,1
Müller R,1
Kratzmeier M,1
Elgass H,1
Kuschel M,1
Zenker A,1
Posthouwer D,4
Kalina P,1
Raffel C,1
Redwine J,1
Bold RJ,1
Provenzano R,1
Bourgeois J,1
Ren W,1
Tang K,1
Greetham D,1
Ellis CD,1
Mewar D,1
an Ultaigh SN,1
Guesdon F,1
Wilson AG,1
Lebrun A,1
Arlet JB,1
Bartolucci P,1
Michel M,1
Duda-Szymańska J,1
Papierz W,1
Wijns W,1
Combes I,1
Seiler MP,2
Mane V,1
Clarke C,1
Park SW,1
Choi SY,1
Schaudien D,1
Müller JM,1
Cheregi J,1
Zenker M,1
Chuzhanova N,1
Abdulrazzak H,1
Grillot-Courvalin C,1
Huxley C,1
De Meis E,1
Loures MA,1
Kotouc MM,1
Barros AS,1
Henry BL,1
Monien BH,1
Molday LL,1
Molday RS,1
Gonçalves SB,1
Bramante CM,1
Holland GR,1
Smith AJ,1
Jarosch-Preusche M,1
Towfighi F,2
Soleimani S,1
Jover-Cerveró A,1
Poveda Roda R,1
Bagán JV,1
Jiménez Soriano Y,1
Nelson BL,1
Calvin DP,1
Hammond ME,1
Pajak TF,1
Trotti AM,1
Meredith RF,1
Rotman M,1
Jones CU,1
Byhardt RW,1
Demas WF,1
Ang KK,2
Fu KK,2
Jahan I,2
Alam SM,2
Sakaguchi H,3
Lane MD,1
Padron E,1
Gurda B,1
Kohlbrenner E,1
Aslanidi G,1
Shen X,1
Storm T,1
Hahn B,1
Rödel F,1
Lotter M,1
Johnson SJ,1
Ross MB,1
Moores KG,1
Serban MA,1
Subasi M,1
Dirier A,1
Kapukaya A,1
Uludağ A,1
Karadayi B,1
Cebesoy O,1
Wilker SC,1
Ellis FJ,1
Okamura Y,1
Minami S,1
Tsuka T,1
Tabuchi T,1
Moulakakis KG,1
Sfyroeras G,1
Pavlidis P,1
Besias N,1
Maras D,1
Andrikopoulos V,1
Savelieva I,1
Bajpai A,1
Camm AJ,1
Gonzalez A,1
Rosenkranz S,1
Nawrot R,1
Manco-Johnson ML,1
Matsunaga A,1
Thomas GA,1
McRedmond K,1
Schatlo B,1
Henning EC,1
Pluta RM,1
Latour LL,1
Golpayegani N,1
Merrill MJ,1
Lewin N,1
Oldfield EH,1
Doepker BA,1
Lucarelli MR,1
Lehman A,1
Shirk MB,1
Mengistu A,1
Jewell UR,1
Brennan SO,1
Férec C,2
Seibert C,1
Sakmar TP,1
Marcinkiewicz M,5
Lewis SJ,2
Stephens E,1
Florou G,1
Macartney NJ,2
Knipping J,1
Bosma J,1
Rijbroek A,1
Rauwerda JA,1
Verma M,1
Bahekar A,1
Agrawal P,1
Duggal J,1
Iliescu M,1
Khosla P,1
Muzaffar S,1
Grafenhofer H,1
